epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,12817,1.03558,1.76725,0.90365,1.35127,0,0.85753,0.7363,0.81873,0.55147,0.88208,0.7394,0.8281,0.53003,1.17589,1.99173,0.8747,1.49938,0,0.000653025,0.000653025,0.000653025
123,12922.8,1.03497,1.75675,0.87285,1.34685,0,0.82754,0.77905,0.8238,0.55328,0.83492,0.79111,0.82964,0.53102,1.18075,1.98695,0.85883,1.50727,0,0.000648071,0.000648071,0.000648071
124,13027.3,1.03635,1.78274,0.9029,1.36153,0,0.83853,0.76794,0.82356,0.55655,0.84992,0.77249,0.82844,0.53195,1.15523,1.98079,0.87083,1.47461,0,0.000643101,0.000643101,0.000643101
125,13132.4,1.06577,1.7863,0.90516,1.37481,0,0.82055,0.75656,0.82259,0.55202,0.83446,0.76629,0.82656,0.53269,1.17429,1.97359,0.86249,1.49282,0,0.000638115,0.000638115,0.000638115
126,13236.7,1.04015,1.77441,0.90113,1.36064,0,0.84913,0.75079,0.82827,0.56053,0.84708,0.76112,0.82937,0.53331,1.16282,1.96775,0.85109,1.48908,0,0.000633115,0.000633115,0.000633115
127,13341.8,1.03947,1.75152,0.88255,1.35112,0,0.82743,0.77349,0.8304,0.55936,0.84064,0.78551,0.83693,0.5372,1.16259,1.96912,0.85199,1.47834,0,0.000628101,0.000628101,0.000628101
128,13447.2,1.02783,1.75316,0.88195,1.35624,0,0.84972,0.76601,0.8253,0.55345,0.86778,0.76215,0.82669,0.53483,1.17207,1.95888,0.84953,1.49359,0,0.000623074,0.000623074,0.000623074
129,13551.4,1.02487,1.76616,0.86748,1.34695,0,0.82663,0.76319,0.81921,0.55448,0.81719,0.79048,0.82696,0.53419,1.18117,1.97234,0.84885,1.50204,0,0.000618034,0.000618034,0.000618034
130,13656.8,1.02577,1.7544,0.88671,1.35027,0,0.81748,0.78277,0.8213,0.55186,0.82601,0.79044,0.82567,0.53315,1.16818,1.96911,0.85972,1.49649,0,0.000612981,0.000612981,0.000612981
131,13761.9,1.0246,1.75602,0.86595,1.34282,0,0.81223,0.78282,0.82382,0.55578,0.83544,0.77559,0.83057,0.5346,1.16458,1.95303,0.84867,1.49636,0,0.000607916,0.000607916,0.000607916
132,13866.5,1.01428,1.74445,0.86256,1.34767,0,0.80572,0.79317,0.82202,0.55325,0.81213,0.80018,0.82582,0.53167,1.17227,1.96792,0.84817,1.48527,0,0.00060284,0.00060284,0.00060284
133,13971.6,1.03117,1.76264,0.87357,1.34409,0,0.8504,0.7642,0.82437,0.55454,0.86138,0.76939,0.8317,0.5305,1.16868,1.98271,0.84216,1.48569,0,0.000597754,0.000597754,0.000597754
134,14076.9,1.0194,1.71254,0.85808,1.33742,0,0.86032,0.75798,0.82512,0.55497,0.86119,0.77042,0.83233,0.53262,1.1835,1.97957,0.84753,1.49332,0,0.000592657,0.000592657,0.000592657
135,14182.3,1.0326,1.74646,0.8567,1.34964,0,0.84244,0.75181,0.81817,0.55645,0.85237,0.76732,0.83047,0.53486,1.16373,1.97264,0.86292,1.47816,0,0.000587551,0.000587551,0.000587551
136,14287.7,1.01217,1.73119,0.86991,1.33172,0,0.83611,0.77554,0.82062,0.55384,0.8424,0.78387,0.82713,0.53624,1.16062,1.98761,0.84069,1.46924,0,0.000582435,0.000582435,0.000582435
137,14393.3,1.02198,1.74695,0.89479,1.34296,0,0.83376,0.75724,0.82392,0.55853,0.85013,0.76846,0.82941,0.53562,1.15699,1.95749,0.84259,1.46649,0,0.000577311,0.000577311,0.000577311
138,14498.7,0.99906,1.70698,0.85717,1.32928,0,0.82766,0.78283,0.82639,0.56116,0.83397,0.78904,0.8295,0.54028,1.14677,1.97259,0.84862,1.46697,0,0.000572179,0.000572179,0.000572179
139,14604.3,1.00751,1.71624,0.84247,1.32722,0,0.8455,0.76422,0.82753,0.56251,0.85028,0.77042,0.83251,0.53616,1.15855,1.95197,0.83569,1.48159,0,0.00056704,0.00056704,0.00056704
140,14709.4,1.0032,1.68836,0.82439,1.32117,0,0.8495,0.75491,0.82648,0.56149,0.82662,0.79214,0.83659,0.53996,1.15504,1.97272,0.84101,1.47143,0,0.000561894,0.000561894,0.000561894
141,14814.6,1.00236,1.71765,0.8335,1.32073,0,0.82483,0.788,0.82654,0.56345,0.83127,0.79111,0.8305,0.53994,1.15015,1.96358,0.83148,1.46573,0,0.000556742,0.000556742,0.000556742
142,14920.5,0.99313,1.68389,0.83117,1.32346,0,0.83719,0.78166,0.82729,0.56318,0.84266,0.78645,0.83109,0.53855,1.15678,1.96251,0.83445,1.47025,0,0.000551584,0.000551584,0.000551584
143,15025.4,1.00986,1.69994,0.83696,1.33065,0,0.85219,0.77042,0.82547,0.56332,0.85388,0.77766,0.82712,0.53508,1.14889,1.96414,0.84378,1.46988,0,0.000546421,0.000546421,0.000546421
144,15129.8,0.9928,1.69999,0.8282,1.31724,0,0.84749,0.77353,0.82445,0.5654,0.85314,0.78904,0.83235,0.5378,1.14816,1.96515,0.82944,1.46568,0,0.000541253,0.000541253,0.000541253
145,15234.6,0.99136,1.66957,0.82118,1.31765,0,0.83599,0.7818,0.82454,0.56591,0.85129,0.79421,0.8364,0.53898,1.14081,1.96865,0.8074,1.45936,0,0.000536081,0.000536081,0.000536081
146,15339.2,0.98782,1.6679,0.81649,1.31283,0,0.8553,0.76112,0.82647,0.56749,0.86215,0.77663,0.83114,0.5415,1.14318,1.94798,0.81697,1.45544,0,0.000530906,0.000530906,0.000530906
147,15444.8,0.976,1.6746,0.82374,1.3032,0,0.86357,0.75801,0.82516,0.56411,0.87316,0.76883,0.83591,0.54073,1.15466,1.96428,0.81795,1.47514,0,0.000525728,0.000525728,0.000525728
148,15550.3,0.98513,1.68303,0.80663,1.30185,0,0.81223,0.80041,0.83131,0.56638,0.82099,0.80625,0.8342,0.54164,1.15255,1.94923,0.80482,1.45506,0,0.000520548,0.000520548,0.000520548
149,15655.3,0.97597,1.67524,0.80341,1.29523,0,0.83821,0.788,0.8347,0.56906,0.83973,0.80145,0.84298,0.54235,1.14757,1.95611,0.81018,1.45897,0,0.000515366,0.000515366,0.000515366
150,15759.7,0.98113,1.70268,0.82207,1.31301,0,0.82383,0.79524,0.82641,0.56567,0.83245,0.8015,0.83393,0.53938,1.14389,1.96083,0.82578,1.47023,0,0.000510184,0.000510184,0.000510184
151,15864.4,0.98242,1.65935,0.81476,1.30735,0,0.82766,0.78468,0.8279,0.56179,0.84184,0.79812,0.83587,0.53634,1.14304,1.95829,0.81857,1.46992,0,0.000505,0.000505,0.000505
152,15969.5,0.97009,1.68337,0.82482,1.30145,0,0.82418,0.77561,0.82581,0.56079,0.83297,0.78388,0.83069,0.53696,1.14783,1.9344,0.81393,1.47802,0,0.000499816,0.000499816,0.000499816
153,16075,0.98945,1.68628,0.81253,1.31252,0,0.83352,0.78179,0.82954,0.56341,0.86047,0.77353,0.83363,0.54146,1.14549,1.94766,0.81354,1.46654,0,0.000494634,0.000494634,0.000494634
154,16180.1,0.96064,1.65664,0.7973,1.29536,0,0.85264,0.76215,0.82509,0.56479,0.85611,0.76525,0.82685,0.54075,1.13748,1.9571,0.81936,1.45987,0,0.000489452,0.000489452,0.000489452
155,16285.3,0.97691,1.67343,0.81982,1.30439,0,0.85506,0.75801,0.82562,0.56701,0.86173,0.76732,0.83516,0.5435,1.14165,1.95124,0.81577,1.46006,0,0.000484272,0.000484272,0.000484272
156,16391,0.97101,1.66834,0.80846,1.29282,0,0.8309,0.78763,0.81939,0.5607,0.83986,0.78641,0.82342,0.53568,1.14722,1.95305,0.82026,1.46684,0,0.000479094,0.000479094,0.000479094
157,16496.8,0.97025,1.65197,0.80897,1.29806,0,0.8434,0.76857,0.82041,0.5675,0.84436,0.77766,0.8252,0.54135,1.12291,1.94109,0.80581,1.44057,0,0.000473919,0.000473919,0.000473919
158,16602.5,0.96278,1.66757,0.79814,1.28828,0,0.83776,0.77973,0.82544,0.5675,0.84984,0.79009,0.83509,0.5479,1.13127,1.93806,0.80607,1.4476,0,0.000468747,0.000468747,0.000468747
159,16708.3,0.95375,1.63776,0.78423,1.28676,0,0.82749,0.78283,0.82769,0.56727,0.83654,0.78697,0.82881,0.54381,1.12213,1.93917,0.82245,1.44135,0,0.000463579,0.000463579,0.000463579
160,16814,0.94735,1.62821,0.79192,1.28947,0,0.85528,0.76732,0.83206,0.57128,0.86104,0.77249,0.83498,0.54987,1.13217,1.94106,0.81142,1.45339,0,0.000458416,0.000458416,0.000458416
161,16918.4,0.95868,1.66085,0.78256,1.28137,0,0.84765,0.77042,0.8299,0.56823,0.85076,0.77766,0.83604,0.54883,1.1308,1.95424,0.80667,1.45017,0,0.000453258,0.000453258,0.000453258
162,17023.5,0.96148,1.63301,0.76848,1.28755,0,0.87326,0.7456,0.82996,0.57018,0.87918,0.75078,0.83713,0.5474,1.13417,1.95692,0.8097,1.45532,0,0.000448106,0.000448106,0.000448106
163,17128.3,0.94374,1.62827,0.77761,1.27323,0,0.87024,0.75078,0.83039,0.56884,0.87114,0.75503,0.83062,0.54361,1.12964,1.92034,0.80989,1.45051,0,0.00044296,0.00044296,0.00044296
164,17232.7,0.95115,1.64007,0.7693,1.28167,0,0.8635,0.75801,0.83219,0.57265,0.87052,0.76629,0.83679,0.54725,1.11877,1.91453,0.80504,1.43641,0,0.000437821,0.000437821,0.000437821
165,17337.3,0.96127,1.68199,0.80001,1.29585,0,0.84522,0.77663,0.83507,0.57188,0.84882,0.78904,0.84063,0.54788,1.11918,1.92985,0.79546,1.44417,0,0.000432689,0.000432689,0.000432689
166,17441.9,0.94083,1.63049,0.76422,1.27814,0,0.83328,0.77013,0.83204,0.57157,0.81724,0.79628,0.83366,0.54639,1.11091,1.92254,0.80968,1.44088,0,0.000427565,0.000427565,0.000427565
167,17546.3,0.94107,1.64276,0.79108,1.27641,0,0.84859,0.75345,0.82688,0.56826,0.8768,0.75078,0.83259,0.54364,1.11934,1.93877,0.80709,1.44242,0,0.000422449,0.000422449,0.000422449
168,17651.6,0.9417,1.64254,0.77668,1.26186,0,0.8641,0.76275,0.83084,0.57123,0.86895,0.77486,0.84177,0.54823,1.12366,1.94535,0.79179,1.44753,0,0.000417343,0.000417343,0.000417343
169,17757.2,0.93766,1.63604,0.76156,1.26664,0,0.84954,0.76629,0.82605,0.5721,0.85274,0.77766,0.83492,0.54883,1.12025,1.94901,0.78386,1.45959,0,0.000412246,0.000412246,0.000412246
170,17862.4,0.92932,1.62312,0.7762,1.27214,0,0.82641,0.77294,0.83337,0.57611,0.84588,0.77042,0.83885,0.55658,1.11959,1.92854,0.79812,1.45352,0,0.00040716,0.00040716,0.00040716
171,17967.8,0.92221,1.60594,0.76095,1.26556,0,0.83874,0.77559,0.83452,0.57431,0.84803,0.77905,0.83955,0.55661,1.12649,1.92401,0.7926,1.45466,0,0.000402084,0.000402084,0.000402084
172,18072.3,0.92427,1.60987,0.75766,1.2595,0,0.83438,0.77626,0.83421,0.57545,0.84435,0.7787,0.83839,0.55577,1.12774,1.93625,0.78813,1.45356,0,0.000397019,0.000397019,0.000397019
173,18177.2,0.93136,1.61743,0.76565,1.25879,0,0.8538,0.76525,0.8318,0.57418,0.86391,0.77042,0.83898,0.55124,1.12769,1.93091,0.78801,1.45617,0,0.000391966,0.000391966,0.000391966
174,18282.4,0.93065,1.61557,0.75978,1.26936,0,0.86554,0.75181,0.82995,0.57383,0.86728,0.76112,0.83727,0.55071,1.13106,1.95643,0.79534,1.46221,0,0.000386926,0.000386926,0.000386926
175,18386.8,0.91759,1.60679,0.7507,1.26781,0,0.83806,0.78387,0.83195,0.57222,0.8456,0.79111,0.83504,0.54892,1.12924,1.96645,0.78714,1.46398,0,0.000381899,0.000381899,0.000381899
176,18492.2,0.92438,1.61043,0.74621,1.26142,0,0.84617,0.77931,0.8324,0.57095,0.86062,0.7854,0.83964,0.54738,1.1312,1.96813,0.78264,1.46906,0,0.000376885,0.000376885,0.000376885
177,18598.1,0.91835,1.59134,0.7517,1.25456,0,0.84145,0.7818,0.83396,0.57542,0.84863,0.78846,0.84111,0.55236,1.12588,1.94009,0.7833,1.46461,0,0.000371885,0.000371885,0.000371885
178,18703.8,0.93026,1.65023,0.75752,1.26702,0,0.86325,0.77249,0.83389,0.57549,0.86902,0.77766,0.83751,0.5506,1.11582,1.94084,0.78544,1.45614,0,0.000366899,0.000366899,0.000366899
179,18809.2,0.91667,1.62016,0.75399,1.25775,0,0.86768,0.78077,0.83102,0.57386,0.87213,0.7849,0.83732,0.55104,1.11794,1.96742,0.78696,1.45548,0,0.000361929,0.000361929,0.000361929
180,18914,0.92164,1.59782,0.74825,1.25996,0,0.85123,0.7787,0.82927,0.57277,0.86227,0.78988,0.8382,0.55016,1.11794,1.95234,0.7859,1.45285,0,0.000356975,0.000356975,0.000356975
181,19018.9,0.9286,1.61871,0.76129,1.26962,0,0.86977,0.76665,0.83019,0.57239,0.87916,0.77492,0.84092,0.55132,1.12218,1.95041,0.7771,1.44849,0,0.000352037,0.000352037,0.000352037
182,19124.4,0.90453,1.6039,0.76157,1.24477,0,0.84496,0.78283,0.82904,0.57381,0.85054,0.788,0.83748,0.55198,1.11136,1.95254,0.79015,1.44246,0,0.000347115,0.000347115,0.000347115
183,19229.6,0.9028,1.58505,0.73151,1.24363,0,0.85407,0.77472,0.82938,0.57824,0.86205,0.78196,0.83722,0.55061,1.11214,1.9431,0.78564,1.45027,0,0.000342211,0.000342211,0.000342211
184,19334.1,0.89405,1.57487,0.71583,1.23851,0,0.84122,0.79731,0.82928,0.57864,0.8492,0.80455,0.83612,0.55068,1.11418,1.94149,0.77577,1.44358,0,0.000337325,0.000337325,0.000337325
185,19439.2,0.9141,1.59126,0.739,1.24875,0,0.84788,0.78965,0.83267,0.57665,0.84894,0.79421,0.83654,0.55406,1.11989,1.94649,0.77651,1.45047,0,0.000332457,0.000332457,0.000332457
186,19543.9,0.88897,1.56729,0.72008,1.2357,0,0.8253,0.79633,0.83066,0.57932,0.82754,0.80145,0.83742,0.55029,1.11721,1.94828,0.78347,1.44904,0,0.000327608,0.000327608,0.000327608
187,19649.3,0.89767,1.6075,0.73022,1.23999,0,0.85196,0.78387,0.83421,0.57938,0.85439,0.78697,0.83701,0.55118,1.11055,1.94038,0.77862,1.4367,0,0.000322778,0.000322778,0.000322778
188,19754.7,0.88618,1.56199,0.70704,1.24109,0,0.84962,0.78387,0.83183,0.57698,0.85636,0.78918,0.83457,0.55107,1.11484,1.93008,0.79614,1.43923,0,0.000317969,0.000317969,0.000317969
189,19859.7,0.89376,1.56259,0.70944,1.23971,0,0.82996,0.79835,0.83062,0.57747,0.83835,0.80662,0.83714,0.55251,1.11344,1.92549,0.78399,1.44429,0,0.00031318,0.00031318,0.00031318
190,19964.6,0.89856,1.57004,0.72269,1.25118,0,0.85797,0.77766,0.83041,0.5796,0.86183,0.79007,0.83731,0.55414,1.11805,1.94047,0.7769,1.45122,0,0.000308412,0.000308412,0.000308412
191,20070.5,0.88512,1.5694,0.71573,1.23377,0,0.8428,0.79007,0.83536,0.58331,0.85344,0.79628,0.84156,0.55754,1.11325,1.9419,0.77038,1.43923,0,0.000303665,0.000303665,0.000303665
192,20176.3,0.88579,1.55164,0.71182,1.23532,0,0.81855,0.80972,0.8347,0.58326,0.82901,0.82006,0.84392,0.55662,1.11082,1.95346,0.77507,1.44548,0,0.000298941,0.000298941,0.000298941
193,20281.8,0.89439,1.61311,0.72848,1.23993,0,0.83661,0.79956,0.83369,0.58334,0.84428,0.80737,0.84308,0.55677,1.11146,1.95139,0.77554,1.4425,0,0.000294239,0.000294239,0.000294239
194,20387.4,0.87928,1.55833,0.72038,1.22901,0,0.82682,0.79982,0.83454,0.57792,0.83363,0.80837,0.84106,0.55257,1.11363,1.96665,0.77694,1.44872,0,0.000289561,0.000289561,0.000289561
195,20492.8,0.889,1.5576,0.70943,1.23999,0,0.81523,0.80761,0.83005,0.57435,0.83523,0.80145,0.84003,0.55315,1.11952,1.9638,0.77284,1.45399,0,0.000284906,0.000284906,0.000284906
196,20597.6,0.88403,1.56103,0.70803,1.23131,0,0.86568,0.76732,0.83013,0.57502,0.8719,0.77766,0.84206,0.55658,1.1145,1.95717,0.77044,1.44498,0,0.000280275,0.000280275,0.000280275
197,20702.8,0.88211,1.54578,0.70666,1.23344,0,0.85696,0.76827,0.82911,0.57838,0.85594,0.78594,0.83956,0.55452,1.11465,1.96332,0.77516,1.44799,0,0.000275668,0.000275668,0.000275668
198,20807.9,0.89102,1.5685,0.69683,1.23584,0,0.86751,0.76939,0.83111,0.57753,0.87684,0.77766,0.83884,0.55465,1.12051,1.96668,0.77106,1.45753,0,0.000271087,0.000271087,0.000271087
199,20912.4,0.87192,1.5002,0.69121,1.22181,0,0.83966,0.78523,0.82965,0.57607,0.849,0.80823,0.83862,0.55467,1.12486,1.96657,0.76586,1.45251,0,0.000266532,0.000266532,0.000266532
200,21017.6,0.88142,1.54729,0.69771,1.23423,0,0.85183,0.78478,0.8321,0.57815,0.86221,0.79593,0.84259,0.55422,1.122,1.96994,0.7626,1.45043,0,0.000262003,0.000262003,0.000262003
201,21122.7,0.87758,1.54383,0.69745,1.22314,0,0.85625,0.78228,0.83489,0.57834,0.86643,0.79159,0.84062,0.55613,1.11156,1.96262,0.76256,1.44064,0,0.0002575,0.0002575,0.0002575
202,21228.1,0.86424,1.53062,0.68281,1.21598,0,0.86613,0.77249,0.83514,0.57967,0.87402,0.78205,0.84066,0.55615,1.11288,1.95969,0.77294,1.43794,0,0.000253024,0.000253024,0.000253024
203,21333.1,0.86582,1.53064,0.69794,1.22252,0,0.85802,0.77663,0.83729,0.57951,0.8642,0.78283,0.83998,0.55618,1.11508,1.96977,0.7775,1.44452,0,0.000248577,0.000248577,0.000248577
204,21438,0.88167,1.54536,0.70209,1.22973,0,0.85204,0.78013,0.83399,0.57947,0.852,0.79177,0.83601,0.55474,1.11051,1.96971,0.7752,1.44223,0,0.000244157,0.000244157,0.000244157
205,21543.6,0.85984,1.53382,0.68604,1.21539,0,0.84947,0.78201,0.83099,0.58106,0.8677,0.78679,0.84006,0.55486,1.10018,1.96967,0.76535,1.43704,0,0.000239766,0.000239766,0.000239766
206,21649.4,0.86561,1.54243,0.68573,1.21585,0,0.83488,0.79421,0.83519,0.58153,0.84644,0.80455,0.841,0.55702,1.103,1.96577,0.75329,1.44152,0,0.000235404,0.000235404,0.000235404
207,21754.6,0.85503,1.52352,0.68492,1.2128,0,0.84908,0.7796,0.83432,0.58404,0.85801,0.78734,0.83982,0.55751,1.1016,1.95434,0.75264,1.44143,0,0.000231071,0.000231071,0.000231071
208,21859.8,0.84882,1.49614,0.66705,1.20968,0,0.8435,0.79146,0.83455,0.58183,0.85395,0.79814,0.84117,0.55558,1.1004,1.95711,0.75632,1.43633,0,0.000226769,0.000226769,0.000226769
209,21965.4,0.86641,1.54429,0.68868,1.21411,0,0.85199,0.77249,0.8322,0.5834,0.84318,0.80558,0.84251,0.55478,1.10045,1.95333,0.75744,1.43353,0,0.000222497,0.000222497,0.000222497
210,22070.8,0.85544,1.51276,0.68541,1.21184,0,0.85806,0.7752,0.83446,0.58215,0.85627,0.78859,0.84081,0.5529,1.10003,1.9549,0.76344,1.43076,0,0.000218256,0.000218256,0.000218256
211,22176.4,0.85575,1.51103,0.68862,1.21556,0,0.8474,0.7818,0.83583,0.58033,0.86063,0.79214,0.84297,0.55365,1.10025,1.96078,0.76935,1.43226,0,0.000214046,0.000214046,0.000214046
212,22281.6,0.85674,1.50275,0.67706,1.21507,0,0.84943,0.79007,0.83797,0.58058,0.85273,0.79636,0.84076,0.55408,1.1036,1.95037,0.76916,1.43897,0,0.000209869,0.000209869,0.000209869
213,22387,0.84856,1.53164,0.67846,1.21267,0,0.84128,0.79317,0.83586,0.58092,0.85156,0.80248,0.84325,0.55425,1.1045,1.94795,0.76404,1.44451,0,0.000205723,0.000205723,0.000205723
214,22492.2,0.84937,1.53044,0.67186,1.20938,0,0.8421,0.78697,0.83657,0.58112,0.85004,0.79421,0.84298,0.55564,1.09881,1.94847,0.76446,1.43607,0,0.000201611,0.000201611,0.000201611
215,22597.5,0.84918,1.53106,0.67889,1.21126,0,0.85262,0.77973,0.83476,0.57886,0.86476,0.78027,0.84071,0.55544,1.10374,1.94868,0.76707,1.43869,0,0.000197532,0.000197532,0.000197532
216,22702.7,0.85503,1.51583,0.66692,1.20634,0,0.83331,0.80352,0.83648,0.57659,0.8432,0.80632,0.84239,0.55744,1.09985,1.9542,0.76589,1.4352,0,0.000193486,0.000193486,0.000193486
217,22808.1,0.84534,1.51476,0.67908,1.20918,0,0.83859,0.79516,0.83285,0.57734,0.84836,0.80419,0.84014,0.55684,1.09614,1.9554,0.76172,1.43263,0,0.000189475,0.000189475,0.000189475
218,22913.5,0.83759,1.49181,0.66565,1.20242,0,0.83486,0.79466,0.83256,0.57871,0.84433,0.80558,0.84215,0.55746,1.09279,1.96091,0.76091,1.43322,0,0.000185498,0.000185498,0.000185498
219,23019,0.84842,1.52833,0.66916,1.20507,0,0.84201,0.79007,0.83235,0.57954,0.8545,0.80041,0.84112,0.55911,1.09615,1.95855,0.7643,1.43956,0,0.000181557,0.000181557,0.000181557
220,23123.5,0.8381,1.48716,0.65345,1.20442,0,0.83972,0.78904,0.83063,0.57905,0.84565,0.80248,0.83942,0.55799,1.09528,1.95767,0.76598,1.43894,0,0.000177651,0.000177651,0.000177651
221,23229,0.85068,1.52246,0.6734,1.20314,0,0.84399,0.78697,0.8321,0.57937,0.85344,0.79628,0.84104,0.55734,1.09633,1.95604,0.76416,1.43615,0,0.00017378,0.00017378,0.00017378
222,23334.7,0.84421,1.50372,0.65845,1.20005,0,0.84756,0.78697,0.8333,0.57914,0.85769,0.79628,0.843,0.55686,1.10006,1.95278,0.7596,1.44015,0,0.000169946,0.000169946,0.000169946
223,23439.9,0.83959,1.48249,0.66616,1.19766,0,0.8433,0.788,0.83369,0.58057,0.85436,0.79835,0.84249,0.55689,1.09666,1.95244,0.75874,1.43863,0,0.000166149,0.000166149,0.000166149
224,23545.6,0.83746,1.50424,0.65508,1.20289,0,0.83906,0.79252,0.83325,0.58093,0.84727,0.79938,0.83888,0.55788,1.09773,1.95125,0.75973,1.43881,0,0.000162389,0.000162389,0.000162389
225,23650.9,0.83801,1.47332,0.65708,1.20285,0,0.83103,0.79007,0.83461,0.58257,0.84216,0.79421,0.83851,0.55691,1.09496,1.95154,0.75883,1.4391,0,0.000158667,0.000158667,0.000158667
226,23755.6,0.83893,1.51541,0.67385,1.20292,0,0.84005,0.78904,0.83474,0.58224,0.84793,0.79628,0.83964,0.55725,1.09609,1.95646,0.76486,1.43857,0,0.000154982,0.000154982,0.000154982
227,23861.1,0.83006,1.4833,0.66342,1.18991,0,0.84,0.79268,0.83459,0.58134,0.8482,0.79731,0.84006,0.55904,1.09679,1.95356,0.76428,1.44127,0,0.000151336,0.000151336,0.000151336
228,23966.7,0.82901,1.49381,0.65359,1.19396,0,0.85793,0.77456,0.83171,0.58053,0.86595,0.7818,0.83983,0.55943,1.10094,1.95033,0.76547,1.4464,0,0.000147729,0.000147729,0.000147729
229,24071.1,0.83466,1.51734,0.66543,1.19332,0,0.8357,0.79628,0.83068,0.57834,0.84364,0.80352,0.83749,0.55722,1.10053,1.95943,0.77334,1.44555,0,0.000144161,0.000144161,0.000144161
230,24176.7,0.82893,1.48327,0.64741,1.20071,0,0.82968,0.80095,0.82872,0.57854,0.83503,0.80612,0.83505,0.55643,1.10072,1.96615,0.77115,1.44625,0,0.000140632,0.000140632,0.000140632
231,24282.6,0.82937,1.46829,0.64932,1.19419,0,0.83665,0.79977,0.83013,0.5777,0.84314,0.80597,0.8391,0.55684,1.09905,1.96743,0.76889,1.44341,0,0.000137143,0.000137143,0.000137143
232,24387.9,0.83085,1.51275,0.6568,1.18961,0,0.83786,0.80248,0.82902,0.57722,0.84542,0.80972,0.83836,0.55549,1.0955,1.96812,0.76622,1.43892,0,0.000133695,0.000133695,0.000133695
233,24493.5,0.83229,1.49504,0.64809,1.19699,0,0.83906,0.79628,0.82988,0.5785,0.85336,0.80038,0.83797,0.55533,1.09477,1.9655,0.76414,1.43783,0,0.000130287,0.000130287,0.000130287
234,24598.5,0.82831,1.48636,0.65248,1.18943,0,0.83968,0.79421,0.82947,0.57797,0.84747,0.80437,0.83727,0.55472,1.09478,1.97233,0.76556,1.43739,0,0.000126921,0.000126921,0.000126921
235,24704,0.83985,1.49893,0.65494,1.20379,0,0.84268,0.79213,0.8306,0.57745,0.84534,0.79938,0.83496,0.5534,1.09516,1.97429,0.76452,1.43855,0,0.000123596,0.000123596,0.000123596
236,24810.1,0.81652,1.48207,0.66007,1.19063,0,0.84654,0.788,0.83069,0.57786,0.8533,0.79317,0.83517,0.55414,1.09557,1.97046,0.76413,1.43882,0,0.000120313,0.000120313,0.000120313
237,24916.2,0.82524,1.49341,0.64102,1.18294,0,0.84813,0.78594,0.82912,0.58026,0.85371,0.79111,0.83686,0.55542,1.09339,1.97531,0.75965,1.43624,0,0.000117072,0.000117072,0.000117072
