epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,8628.78,1.03821,1.78368,0.87613,1.35103,0,0.82784,0.75388,0.81743,0.5485,0.83588,0.76373,0.82764,0.53224,1.19705,1.94954,0.84504,1.49339,0,0.000667789,0.000667789,0.000667789
120,8703.68,1.03371,1.80721,0.87148,1.34854,0,0.82304,0.76956,0.81543,0.55164,0.833,0.77887,0.82085,0.53016,1.1769,1.94858,0.85443,1.48068,0,0.000662885,0.000662885,0.000662885
121,8779.12,1.05204,1.80709,0.88438,1.35021,0,0.82037,0.77146,0.81812,0.5531,0.82877,0.77766,0.82558,0.53069,1.16634,1.96349,0.85047,1.4639,0,0.000657963,0.000657963,0.000657963
122,8855.17,1.02712,1.7716,0.85486,1.33518,0,0.83534,0.75181,0.81855,0.55273,0.84456,0.75294,0.82532,0.53248,1.16567,1.97032,0.84246,1.47289,0,0.000653025,0.000653025,0.000653025
123,8930.62,1.02198,1.7665,0.84013,1.33298,0,0.82958,0.76422,0.82352,0.55372,0.83567,0.7787,0.83218,0.53402,1.15855,1.95837,0.84549,1.46098,0,0.000648071,0.000648071,0.000648071
124,9007.95,1.01966,1.78569,0.86118,1.34001,0,0.84705,0.75388,0.83209,0.55949,0.85775,0.76698,0.83853,0.53603,1.16421,1.9535,0.83014,1.46441,0,0.000643101,0.000643101,0.000643101
125,9084.81,1.04863,1.77619,0.86846,1.34696,0,0.83943,0.75689,0.82582,0.5556,0.84604,0.76422,0.82928,0.53389,1.147,1.93357,0.82603,1.44845,0,0.000638115,0.000638115,0.000638115
126,9160.02,1.04239,1.77722,0.86398,1.34935,0,0.82332,0.76112,0.82051,0.55456,0.83227,0.76939,0.82961,0.53011,1.16963,1.94185,0.84439,1.46641,0,0.000633115,0.000633115,0.000633115
127,9235.04,1.01412,1.74296,0.85199,1.32407,0,0.8499,0.74457,0.8268,0.5585,0.8558,0.74974,0.83432,0.53307,1.15621,1.95699,0.83565,1.45232,0,0.000628101,0.000628101,0.000628101
128,9309.33,1.02646,1.75758,0.84457,1.3371,0,0.83396,0.76354,0.82439,0.55266,0.84187,0.77078,0.82769,0.53147,1.15879,1.92804,0.84543,1.46193,0,0.000623074,0.000623074,0.000623074
129,9385.1,1.00722,1.74982,0.83113,1.31796,0,0.83843,0.76201,0.82372,0.55867,0.84753,0.77028,0.83191,0.53734,1.158,1.90801,0.8305,1.46648,0,0.000618034,0.000618034,0.000618034
130,9459.77,1.0038,1.73682,0.84114,1.31907,0,0.83246,0.77146,0.82789,0.5606,0.84027,0.7787,0.82952,0.53839,1.15571,1.9264,0.81836,1.4587,0,0.000612981,0.000612981,0.000612981
131,9536.29,1.00776,1.75334,0.8155,1.31387,0,0.82973,0.76836,0.82728,0.55774,0.83708,0.78107,0.83663,0.53847,1.16011,1.92746,0.82419,1.45668,0,0.000607916,0.000607916,0.000607916
132,9613.24,1.0055,1.74196,0.82711,1.32241,0,0.82803,0.77249,0.82837,0.56258,0.83546,0.77713,0.83388,0.53851,1.1606,1.90387,0.82452,1.45649,0,0.00060284,0.00060284,0.00060284
133,9688.57,1.01503,1.75596,0.82517,1.3204,0,0.82151,0.77108,0.82793,0.56452,0.82923,0.77832,0.8341,0.53578,1.14361,1.93761,0.80861,1.44635,0,0.000597754,0.000597754,0.000597754
134,9763.98,1.00983,1.71188,0.80996,1.31558,0,0.80465,0.78802,0.82163,0.55852,0.81415,0.79733,0.82953,0.53155,1.16132,1.93604,0.8235,1.45346,0,0.000592657,0.000592657,0.000592657
135,9841.07,1.00272,1.74289,0.82119,1.31362,0,0.80609,0.78241,0.82308,0.55825,0.81035,0.78655,0.82833,0.53607,1.15644,1.93349,0.82707,1.46159,0,0.000587551,0.000587551,0.000587551
136,9919.67,0.99836,1.7191,0.83699,1.31014,0,0.86765,0.73423,0.82354,0.56119,0.8721,0.74147,0.83013,0.53368,1.14846,1.93387,0.83327,1.44394,0,0.000582435,0.000582435,0.000582435
137,9995.23,1.00777,1.73451,0.85452,1.31692,0,0.84164,0.74974,0.81855,0.55544,0.85087,0.76113,0.82439,0.53323,1.15026,1.94003,0.82312,1.46051,0,0.000577311,0.000577311,0.000577311
138,10070.8,0.99687,1.70245,0.82941,1.3078,0,0.83894,0.76215,0.82149,0.55576,0.8517,0.77209,0.82784,0.53633,1.14677,1.93473,0.83111,1.44248,0,0.000572179,0.000572179,0.000572179
139,10143.4,0.99181,1.70532,0.80302,1.30061,0,0.83991,0.76498,0.82562,0.55702,0.85074,0.77663,0.83105,0.53702,1.16107,1.91764,0.82354,1.46029,0,0.00056704,0.00056704,0.00056704
140,10215.8,0.98427,1.69647,0.79051,1.3015,0,0.84354,0.77146,0.81982,0.5539,0.8495,0.77766,0.8252,0.53384,1.15959,1.96948,0.82647,1.45712,0,0.000561894,0.000561894,0.000561894
141,10288.4,0.97195,1.71642,0.80308,1.28596,0,0.83163,0.76525,0.81324,0.55452,0.84298,0.77766,0.82652,0.53385,1.14618,1.94742,0.82519,1.44761,0,0.000556742,0.000556742,0.000556742
142,10361,0.98043,1.68543,0.79203,1.29737,0,0.84047,0.76732,0.82113,0.56024,0.84687,0.77249,0.82748,0.53491,1.14713,1.94111,0.81573,1.43899,0,0.000551584,0.000551584,0.000551584
143,10433.6,0.98926,1.68644,0.79272,1.29793,0,0.84938,0.77973,0.82226,0.55936,0.85952,0.78904,0.83262,0.53592,1.15986,1.945,0.81289,1.46589,0,0.000546421,0.000546421,0.000546421
144,10506.2,0.9791,1.7269,0.80299,1.29115,0,0.82713,0.77146,0.81829,0.5587,0.84209,0.77766,0.82772,0.53707,1.14548,1.94189,0.81415,1.44693,0,0.000541253,0.000541253,0.000541253
145,10578.9,0.97936,1.6857,0.78189,1.29451,0,0.83779,0.77456,0.82095,0.56294,0.84969,0.7818,0.82857,0.53911,1.14434,1.93346,0.8158,1.44657,0,0.000536081,0.000536081,0.000536081
146,10651.4,0.97055,1.67698,0.78305,1.28925,0,0.82308,0.77939,0.82418,0.56171,0.84392,0.77663,0.82953,0.53688,1.13995,1.93653,0.80915,1.44804,0,0.000530906,0.000530906,0.000530906
147,10723.6,0.96635,1.67747,0.78704,1.28424,0,0.84858,0.77249,0.82509,0.56398,0.85781,0.77985,0.83308,0.5376,1.13293,1.93411,0.80217,1.44003,0,0.000525728,0.000525728,0.000525728
148,10795.1,0.9613,1.67739,0.76286,1.27623,0,0.83335,0.78077,0.82115,0.55813,0.84298,0.79111,0.83156,0.53851,1.13086,1.92861,0.79734,1.43519,0,0.000520548,0.000520548,0.000520548
